metric_family,metric_name,ledger_view,candidate_label,status,source_paths,code_paths,scope_support,reconciliation_dependency,blocker_note
home_run_dependence,cliff_edge_detection,fill_ledger,E0_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,Not implemented in any existing tooling; requires new diagnostic
home_run_dependence,cliff_edge_detection,fill_ledger,E5_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,Not implemented in any existing tooling; requires new diagnostic
operational_fragility,missed_entry_1,fill_ledger,E0,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate random entry miss
operational_fragility,missed_entry_1,fill_ledger,E5,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate random entry miss
operational_fragility,missed_entry_1,fill_ledger,SM,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate random entry miss
operational_fragility,missed_entry_1,fill_ledger,LATCH,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate random entry miss
operational_fragility,missed_entry_1,fill_ledger,E0_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate random entry miss
operational_fragility,missed_entry_1,fill_ledger,E5_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate random entry miss
operational_fragility,missed_entry_2,fill_ledger,E0,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_2,fill_ledger,E5,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_2,fill_ledger,SM,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_2,fill_ledger,LATCH,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_2,fill_ledger,E0_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_2,fill_ledger,E5_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_3,fill_ledger,E0,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_3,fill_ledger,E5,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_3,fill_ledger,SM,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_3,fill_ledger,LATCH,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_3,fill_ledger,E0_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,missed_entry_3,fill_ledger,E5_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed
operational_fragility,outage_window_miss,fill_ledger,E0,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate exchange outage windows
operational_fragility,outage_window_miss,fill_ledger,E5,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate exchange outage windows
operational_fragility,outage_window_miss,fill_ledger,SM,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate exchange outage windows
operational_fragility,outage_window_miss,fill_ledger,LATCH,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate exchange outage windows
operational_fragility,outage_window_miss,fill_ledger,E0_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate exchange outage windows
operational_fragility,outage_window_miss,fill_ledger,E5_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate exchange outage windows
operational_fragility,skip_after_N_losses,fill_ledger,E0,MISSING,,,full_backtest,RECON_PASS,feasible_from_ledger; Feasible from episode ledger once built; no replay needed
operational_fragility,skip_after_N_losses,fill_ledger,E5,MISSING,,,full_backtest,RECON_PASS,feasible_from_ledger; Feasible from episode ledger once built; no replay needed
operational_fragility,skip_after_N_losses,fill_ledger,SM,MISSING,,,full_backtest,RECON_PASS,feasible_from_ledger; Feasible from episode ledger once built; no replay needed
operational_fragility,skip_after_N_losses,fill_ledger,LATCH,MISSING,,,full_backtest,RECON_PASS,feasible_from_ledger; Feasible from episode ledger once built; no replay needed
operational_fragility,skip_after_N_losses,fill_ledger,E0_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,feasible_from_ledger; Feasible from episode ledger once built; no replay needed
operational_fragility,skip_after_N_losses,fill_ledger,E5_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,feasible_from_ledger; Feasible from episode ledger once built; no replay needed
operational_fragility,delayed_entry,fill_ledger,E0,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate delayed entry execution
operational_fragility,delayed_entry,fill_ledger,E5,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate delayed entry execution
operational_fragility,delayed_entry,fill_ledger,SM,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate delayed entry execution
operational_fragility,delayed_entry,fill_ledger,LATCH,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate delayed entry execution
operational_fragility,delayed_entry,fill_ledger,E0_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate delayed entry execution
operational_fragility,delayed_entry,fill_ledger,E5_plus_EMA1D21,MISSING,,,full_backtest,RECON_PASS,requires_replay; Signal/bar replay needed to simulate delayed entry execution
